Timestamp,User_ID,Page_ID,Action,Duration(seconds),Status_Code,Bytes_Transferred
2024-03-17 19:37:13,17,checkout,click,167,404,8352
2024-03-13 06:04:41,20,product_page,submit,179,500,6492
2024-03-14 01:53:40,4,checkout,submit,172,500,4944
2024-03-21 16:50:13,12,product_page,click,75,200,5098
2024-03-15 13:28:26,7,profile,view,32,500,1824
2024-03-22 21:31:45,12,home,submit,6,404,1895
2024-03-24 08:20:20,4,product_page,view,127,404,6538
2024-03-15 16:15:51,5,home,click,89,404,4935
2024-03-13 07:00:48,20,checkout,view,27,200,2068
2024-03-23 21:44:50,2,search,view,130,500,4479
2024-03-15 06:11:57,19,profile,view,55,500,6477
2024-03-14 22:23:32,3,profile,view,34,500,6867
2024-03-26 06:17:05,20,home,submit,95,200,6394
2024-03-20 20:16:13,19,home,submit,85,200,5660
2024-03-16 08:48:51,10,checkout,view,157,500,9323
2024-03-12 15:20:19,3,product_page,view,79,200,8575
2024-03-20 10:26:33,4,home,click,19,500,2714
2024-03-12 21:57:38,20,checkout,submit,45,404,8297
2024-03-13 08:21:31,16,home,submit,119,200,1088
2024-03-17 11:01:41,9,product_page,submit,68,500,5830
2024-03-26 08:44:25,13,product_page,view,116,200,9267
2024-03-24 06:52:35,19,search,click,28,500,1010
2024-03-20 07:28:54,12,home,view,9,200,2094
2024-03-15 03:13:22,3,home,view,61,200,6777
2024-03-21 18:27:21,12,product_page,view,50,404,1515
2024-03-23 18:49:01,12,checkout,click,57,404,8424
2024-03-20 20:52:22,7,profile,submit,74,200,7722
2024-03-20 01:05:34,10,profile,view,72,404,2501
2024-03-25 20:20:07,11,home,view,22,500,9250
2024-03-22 05:25:36,19,search,click,42,404,1171
2024-03-24 19:31:09,18,product_page,submit,88,200,4666
2024-03-24 02:56:37,3,product_page,submit,45,500,7091
2024-03-19 14:43:01,12,checkout,click,59,200,2983
2024-03-19 08:14:13,10,home,view,27,404,2134
2024-03-24 14:50:54,19,search,submit,113,500,1394
2024-03-23 15:13:17,17,product_page,view,56,404,8333
2024-03-16 07:43:40,12,profile,click,80,404,9173
2024-03-19 13:41:30,12,home,submit,5,500,8545
2024-03-16 13:57:35,12,checkout,view,152,200,7143
2024-03-23 16:08:49,1,product_page,view,11,500,6036
2024-03-23 17:45:53,3,home,submit,45,500,3790
2024-03-13 07:43:15,14,product_page,view,126,500,8101
2024-03-14 15:49:35,19,product_page,submit,119,500,1558
2024-03-14 22:48:45,4,checkout,submit,13,500,8447
2024-03-24 22:54:50,16,checkout,submit,175,404,6405
2024-03-16 20:43:21,17,checkout,click,76,404,9845
2024-03-21 02:54:46,18,profile,click,4,404,1174
2024-03-14 21:47:11,12,profile,view,69,200,4364
2024-03-18 17:43:00,1,home,click,128,404,5310
2024-03-17 22:37:38,6,search,click,137,500,1832
2024-03-23 12:18:45,2,checkout,submit,92,200,2897
2024-03-22 20:16:32,12,home,view,138,404,2101
2024-03-22 05:17:05,16,profile,click,50,404,8479
2024-03-14 07:33:43,6,product_page,view,2,404,9714
2024-03-21 19:19:05,13,search,click,43,404,9796
2024-03-24 22:22:29,6,product_page,view,158,500,7175
2024-03-13 15:11:57,8,home,submit,10,500,1939
2024-03-15 18:40:11,8,home,view,98,200,8975
2024-03-13 06:08:24,17,checkout,submit,12,404,4088
2024-03-12 12:28:22,16,product_page,submit,17,404,4336
2024-03-21 14:01:14,7,home,submit,63,500,9709
2024-03-22 14:34:17,4,search,submit,6,500,5682
2024-03-20 05:09:21,12,home,click,114,500,9157
2024-03-22 00:04:09,4,search,view,22,200,8775
2024-03-15 19:46:30,15,profile,submit,146,404,5120
2024-03-20 00:59:59,5,home,submit,7,500,7888
2024-03-20 17:27:21,8,search,click,139,500,4201
2024-03-19 19:27:07,18,search,submit,172,200,9140
2024-03-19 14:47:32,1,home,view,97,404,7781
2024-03-19 03:56:24,8,checkout,submit,77,404,8443
2024-03-17 23:44:48,6,product_page,view,72,200,6777
2024-03-19 18:30:02,10,product_page,view,117,404,2614
2024-03-15 16:19:55,18,home,submit,103,500,3690
2024-03-13 01:33:24,14,checkout,submit,28,200,5522
2024-03-16 01:42:18,13,home,click,3,200,1692
2024-03-20 02:10:01,4,profile,submit,8,500,6073
2024-03-20 03:10:18,15,search,click,92,200,9833
2024-03-13 15:43:12,15,profile,view,119,500,1853
2024-03-20 12:38:12,2,product_page,submit,79,404,7450
2024-03-26 07:09:43,6,product_page,click,47,200,1731
2024-03-15 01:09:35,13,profile,click,25,404,6600
2024-03-19 12:47:47,11,checkout,submit,179,200,4948
2024-03-13 03:47:41,19,profile,submit,75,500,2636
2024-03-25 10:44:49,17,checkout,view,177,200,1499
2024-03-24 19:19:13,11,profile,view,175,200,9454
2024-03-22 21:47:14,9,checkout,view,93,404,7909
2024-03-16 06:21:56,5,home,submit,74,500,4204
2024-03-16 13:31:08,18,home,view,77,200,1950
2024-03-25 05:42:08,2,home,submit,20,404,4518
2024-03-19 05:11:57,16,checkout,submit,10,404,2630
2024-03-17 19:57:56,6,product_page,submit,102,200,3709
2024-03-20 13:17:32,4,search,submit,5,500,6956
2024-03-19 07:40:48,8,search,click,31,404,1157
2024-03-14 11:37:57,13,home,click,4,404,2924
2024-03-18 17:02:42,3,product_page,click,6,404,5910
2024-03-16 06:33:14,18,profile,click,81,200,5154
2024-03-19 08:09:36,6,checkout,submit,67,500,8117
2024-03-20 03:15:17,5,home,view,5,200,3436
2024-03-16 03:30:26,8,home,view,87,500,4699
2024-03-20 11:46:07,15,checkout,view,133,500,6761
2024-03-24 08:09:13,5,home,view,106,200,8261
2024-03-26 08:29:29,17,profile,click,31,500,4694
2024-03-12 16:19:12,4,profile,view,164,200,8604
2024-03-15 10:28:07,2,search,click,160,200,9039
2024-03-25 00:22:58,8,product_page,submit,49,404,9331
2024-03-21 07:05:08,6,home,view,30,404,4228
2024-03-18 08:53:08,4,checkout,submit,128,404,9890
2024-03-20 02:11:44,1,profile,submit,171,200,1030
2024-03-15 10:54:02,12,checkout,click,71,500,5272
2024-03-20 17:08:34,20,checkout,click,15,500,4537
2024-03-16 14:54:54,7,home,click,10,500,7019
2024-03-15 02:13:14,18,product_page,click,73,500,9003
2024-03-17 22:57:16,3,checkout,submit,65,404,6509
2024-03-13 08:41:02,17,profile,view,122,200,2694
2024-03-15 02:53:21,11,home,submit,128,500,7036
2024-03-23 18:52:54,6,profile,submit,143,200,8126
2024-03-18 13:10:39,5,checkout,click,14,200,3928
2024-03-26 04:43:47,6,profile,view,34,404,5009
2024-03-24 12:16:49,10,search,submit,97,200,6256
2024-03-22 17:34:14,4,home,submit,71,404,6461
