Timestamp,User_ID,Page_ID,Action,Duration(seconds),Status_Code,Bytes_Transferred
2024-03-21 18:40:02,1,profile,submit,150,200,6619
2024-03-14 15:05:55,1,product_page,click,85,500,9974
2024-03-20 18:43:25,16,profile,submit,80,404,8573
2024-03-14 10:07:44,19,checkout,submit,25,404,4349
2024-03-16 16:19:02,16,checkout,view,11,500,9672
2024-03-24 23:00:38,5,search,click,45,200,1495
2024-03-18 07:49:21,20,search,click,23,200,9654
2024-03-19 01:40:44,10,checkout,submit,63,404,7298
2024-03-13 14:50:29,3,product_page,view,58,500,7372
2024-03-14 03:11:08,16,home,submit,135,404,8167
2024-03-15 10:34:13,19,product_page,view,45,404,3258
2024-03-26 07:45:00,19,profile,view,68,404,2755
2024-03-15 10:18:32,17,profile,submit,103,200,1934
2024-03-19 04:34:30,7,checkout,click,32,200,7574
2024-03-19 08:10:01,8,home,submit,101,404,7234
2024-03-14 12:59:08,12,profile,submit,64,200,1917
2024-03-25 18:29:11,6,search,view,140,200,4162
2024-03-25 18:03:37,10,profile,submit,175,500,1286
2024-03-18 02:22:00,8,checkout,submit,60,500,1739
2024-03-14 22:01:59,20,product_page,view,56,500,9514
2024-03-17 18:20:06,1,profile,click,112,404,3623
2024-03-26 06:33:40,2,search,submit,127,404,3331
2024-03-14 16:39:25,13,checkout,submit,171,500,3472
2024-03-25 10:09:12,13,product_page,submit,145,500,6643
2024-03-18 00:42:29,12,search,submit,168,200,5828
2024-03-25 15:47:47,20,profile,click,92,200,8448
2024-03-14 19:51:54,19,search,click,127,200,9468
2024-03-13 14:24:32,14,home,view,8,200,9484
2024-03-13 05:08:37,20,home,submit,174,404,7939
2024-03-12 15:09:26,9,product_page,submit,46,200,1747
2024-03-14 03:00:12,3,search,view,135,404,4191
2024-03-20 11:20:47,3,checkout,click,93,500,9228
2024-03-21 12:03:04,2,product_page,click,56,200,6164
2024-03-15 13:59:27,3,profile,submit,9,404,8156
2024-03-22 17:57:05,6,home,view,93,404,4505
2024-03-18 15:44:56,4,home,submit,122,500,8032
2024-03-20 01:32:11,16,search,view,10,404,2121
2024-03-21 00:26:54,2,product_page,submit,164,500,9670
2024-03-21 06:01:06,13,checkout,view,66,500,6450
2024-03-24 15:31:49,12,search,submit,109,500,7848
2024-03-17 20:53:52,10,home,submit,133,404,5872
2024-03-14 10:45:57,5,checkout,submit,51,200,7831
2024-03-17 08:20:13,18,home,click,108,404,3090
2024-03-22 19:53:19,17,product_page,click,93,404,2028
2024-03-12 12:06:47,18,home,view,176,500,7281
2024-03-14 13:55:33,5,search,submit,2,200,4611
2024-03-26 10:49:39,14,profile,view,117,500,5859
2024-03-22 08:26:13,20,checkout,submit,6,404,2112
2024-03-16 10:51:36,3,product_page,click,150,500,6420
2024-03-14 07:47:02,5,profile,submit,60,200,4313
2024-03-19 14:29:21,18,home,submit,174,404,5874
2024-03-14 12:07:44,5,product_page,submit,22,404,4358
2024-03-19 20:17:33,7,product_page,submit,33,200,5569
2024-03-15 08:45:31,5,checkout,view,37,500,9436
2024-03-17 01:11:03,19,profile,click,29,404,6978
2024-03-25 08:33:04,3,product_page,submit,52,500,2873
2024-03-16 16:32:04,2,search,click,159,500,4021
2024-03-17 01:06:20,17,checkout,click,129,500,9881
2024-03-25 11:16:15,15,product_page,click,90,200,7607
2024-03-16 01:11:27,16,home,submit,29,200,7991
2024-03-17 09:47:01,14,checkout,view,12,500,5694
2024-03-15 07:42:08,1,search,view,99,200,5646
2024-03-13 13:36:30,8,product_page,submit,171,200,3595
2024-03-15 00:22:05,15,product_page,click,142,200,5753
2024-03-13 22:03:56,1,product_page,submit,87,500,5113
2024-03-13 17:40:08,1,product_page,click,20,404,1923
2024-03-14 07:38:10,19,search,click,71,500,7795
2024-03-20 20:06:25,15,product_page,click,82,404,1969
2024-03-25 14:51:33,19,checkout,view,110,200,5604
2024-03-12 18:17:44,2,home,view,95,200,8681
2024-03-18 13:00:21,15,search,submit,88,404,7950
2024-03-25 15:53:04,8,checkout,submit,18,200,4615
2024-03-12 19:09:56,12,checkout,click,113,404,1999
2024-03-15 17:28:34,14,profile,click,86,500,6906
2024-03-16 10:00:32,11,product_page,submit,134,500,9644
2024-03-19 04:21:33,18,product_page,click,5,404,7782
2024-03-15 12:04:36,12,checkout,submit,23,200,9462
2024-03-13 06:29:23,12,home,click,22,500,9398
2024-03-23 17:38:54,15,profile,submit,172,200,9112
2024-03-15 09:56:07,16,product_page,click,165,404,4423
2024-03-26 02:25:05,20,profile,submit,180,404,7530
2024-03-21 08:22:51,11,product_page,view,90,200,1668
2024-03-23 19:07:47,7,checkout,submit,82,404,1821
2024-03-21 20:22:42,13,profile,view,135,500,1571
2024-03-20 07:38:33,13,checkout,click,139,200,4647
2024-03-19 15:24:13,10,checkout,view,79,404,4943
2024-03-15 01:37:20,15,checkout,click,109,404,2449
2024-03-12 14:39:20,13,home,submit,8,500,6358
2024-03-20 20:45:32,18,search,click,138,200,7832
2024-03-26 00:44:27,20,product_page,submit,28,500,4048
2024-03-17 11:32:58,6,product_page,click,52,500,6761
2024-03-14 20:41:45,5,search,view,89,200,5823
2024-03-19 13:47:02,18,home,view,64,404,6214
2024-03-19 21:47:06,2,product_page,click,154,200,9225
2024-03-25 08:20:33,20,checkout,submit,84,500,3803
2024-03-12 19:14:14,14,home,view,56,200,6931
2024-03-13 01:28:24,1,search,submit,133,404,9745
2024-03-18 13:26:57,14,product_page,click,127,500,3432
2024-03-19 01:47:06,20,home,click,117,200,6168
2024-03-18 19:01:02,15,search,submit,118,404,7642
2024-03-21 08:43:18,12,home,click,11,500,9149
2024-03-25 17:09:23,9,product_page,submit,42,200,1559
2024-03-12 14:48:51,11,search,click,180,404,3551
2024-03-19 21:00:50,20,product_page,submit,160,404,7762
2024-03-18 20:24:04,14,profile,submit,93,200,6612
2024-03-13 02:03:24,10,checkout,view,54,500,8473
2024-03-13 19:11:43,18,profile,submit,172,404,7301
2024-03-16 13:58:21,5,search,view,90,200,7335
2024-03-13 01:03:24,19,checkout,click,9,500,1538
2024-03-18 11:09:33,5,home,view,169,200,4914
2024-03-14 23:27:09,14,checkout,view,91,404,7614
2024-03-16 09:55:27,7,search,submit,18,500,9608
2024-03-16 02:28:54,9,checkout,view,93,200,9211
2024-03-25 15:10:21,7,profile,click,99,404,5330
2024-03-25 06:11:20,15,profile,click,121,404,3882
2024-03-15 06:49:33,3,checkout,submit,124,200,3083
2024-03-19 14:59:47,11,product_page,view,32,500,7440
2024-03-14 19:43:13,9,product_page,submit,28,200,1721
2024-03-17 01:32:08,2,profile,view,164,500,2162
2024-03-26 02:36:18,15,checkout,click,80,500,2057
2024-03-25 07:39:48,19,search,click,58,404,6888
2024-03-17 04:12:12,12,home,view,22,500,1429
2024-03-13 04:48:22,18,product_page,view,43,500,1941
2024-03-13 14:51:53,3,search,click,96,500,1463
2024-03-15 03:35:16,4,product_page,view,27,500,7607
2024-03-14 11:24:35,10,home,view,60,200,5153
2024-03-16 04:06:34,7,profile,click,30,404,7665
2024-03-20 21:04:53,5,search,submit,16,500,2100
2024-03-22 12:16:41,2,profile,submit,49,404,7220
2024-03-23 09:32:08,3,checkout,submit,88,404,9746
2024-03-15 00:14:04,15,home,click,128,404,6257
2024-03-13 18:19:10,6,home,view,167,200,3265
2024-03-21 06:41:56,9,search,submit,133,500,2115
2024-03-18 13:21:22,18,checkout,view,175,200,6178
2024-03-18 21:49:12,16,checkout,click,40,200,8306
2024-03-24 14:44:41,18,home,click,142,200,4967
2024-03-25 21:33:30,6,checkout,submit,35,200,9830
2024-03-21 01:20:08,4,home,submit,73,200,4477
2024-03-18 04:24:28,6,product_page,click,103,500,6446
2024-03-18 18:02:04,5,home,click,139,200,8579
2024-03-12 23:15:04,15,product_page,view,26,500,6493
2024-03-25 02:53:05,12,profile,view,1,500,5997
2024-03-13 23:20:27,7,home,click,97,500,2263
2024-03-22 11:55:32,18,home,view,119,500,3486
2024-03-24 10:35:29,11,home,submit,136,200,5639
2024-03-12 18:34:38,2,checkout,submit,99,500,3687
2024-03-14 19:43:56,1,product_page,view,24,200,7406
2024-03-26 04:31:15,4,search,submit,162,500,8118
2024-03-16 17:19:49,16,profile,click,107,500,6549
2024-03-14 10:10:04,13,search,click,27,200,2832
