Timestamp,User_ID,Page_ID,Action,Duration(seconds),Status_Code,Bytes_Transferred
2024-03-18 23:45:57,4,profile,click,107,404,7906
2024-03-13 02:42:50,5,search,submit,38,404,5604
2024-03-22 13:40:29,5,checkout,submit,21,200,1921
2024-03-20 13:26:37,17,profile,submit,95,404,8720
2024-03-17 00:10:57,2,search,view,67,200,3220
2024-03-22 17:56:01,20,profile,click,16,500,4008
2024-03-22 01:12:10,2,home,click,166,404,6187
2024-03-13 11:24:15,6,product_page,click,2,200,5928
2024-03-14 12:04:25,8,search,view,90,200,9906
2024-03-16 01:05:19,16,product_page,view,99,200,4699
2024-03-24 09:56:02,8,profile,submit,125,500,5623
2024-03-23 04:55:40,2,profile,click,65,404,3492
2024-03-18 13:54:50,20,profile,submit,41,500,4484
2024-03-14 12:34:30,5,profile,submit,158,500,3649
2024-03-14 04:32:54,20,checkout,view,108,200,3931
2024-03-22 22:43:06,2,product_page,submit,174,404,6439
2024-03-26 02:39:14,6,product_page,submit,65,200,2708
2024-03-14 08:41:57,4,product_page,click,13,404,3266
2024-03-18 06:25:43,20,search,click,153,404,1606
2024-03-20 10:29:12,9,profile,submit,157,200,5663
2024-03-22 22:27:51,18,profile,view,24,404,6672
2024-03-21 22:36:17,10,search,view,126,500,5251
2024-03-19 12:00:48,13,home,view,161,200,7511
2024-03-16 14:54:08,15,home,view,47,200,4752
2024-03-15 07:11:44,13,checkout,submit,115,500,7618
2024-03-24 13:47:51,12,home,submit,169,404,3529
2024-03-22 20:04:16,6,checkout,click,8,200,6951
2024-03-21 12:16:17,1,checkout,click,152,404,5862
2024-03-15 00:04:22,1,home,click,137,200,7724
2024-03-19 11:58:59,1,home,click,5,404,7569
2024-03-17 06:50:25,8,checkout,submit,67,500,6419
2024-03-22 10:36:56,20,home,submit,98,404,1648
2024-03-23 07:53:07,2,product_page,submit,175,404,5739
2024-03-19 14:50:22,4,home,submit,149,200,3440
2024-03-23 00:46:35,10,product_page,click,1,500,3983
2024-03-26 10:06:21,10,checkout,view,49,404,9428
2024-03-13 20:30:06,8,search,submit,35,200,5090
2024-03-17 19:38:24,8,profile,submit,40,404,2362
2024-03-15 20:36:14,2,profile,view,2,500,7279
2024-03-21 01:15:24,4,home,click,36,404,4776
2024-03-18 23:19:05,19,search,click,148,404,9375
2024-03-12 14:37:05,2,profile,click,169,404,1392
2024-03-13 14:46:07,12,search,view,113,200,5060
2024-03-13 02:52:17,4,checkout,view,94,200,3917
2024-03-22 09:32:16,8,profile,click,150,200,6126
2024-03-24 07:16:43,1,checkout,submit,93,200,7823
2024-03-15 14:32:21,13,product_page,view,112,500,7198
2024-03-19 22:26:53,19,checkout,submit,38,200,5300
2024-03-13 20:13:36,12,profile,view,161,200,9626
2024-03-23 00:08:56,13,profile,submit,78,200,9737
2024-03-22 13:39:03,20,search,submit,126,404,1666
2024-03-22 12:35:40,11,profile,submit,79,500,2273
2024-03-14 02:42:43,14,search,click,160,404,6999
2024-03-19 17:34:17,5,product_page,click,95,500,1070
2024-03-18 09:32:09,17,checkout,view,45,500,3147
2024-03-14 00:39:11,9,profile,submit,102,404,7893
2024-03-12 16:00:05,9,home,submit,161,200,8732
2024-03-15 09:14:48,16,profile,click,89,200,7094
2024-03-22 10:31:01,1,checkout,submit,67,500,9776
2024-03-12 17:15:58,10,search,click,60,200,1726
2024-03-12 22:41:44,10,checkout,view,35,500,9179
2024-03-17 18:34:54,15,product_page,submit,95,500,9749
2024-03-13 20:36:00,19,checkout,submit,127,200,6868
2024-03-13 16:07:51,2,checkout,view,132,404,3566
2024-03-24 10:08:40,17,checkout,submit,84,200,7841
2024-03-23 12:46:37,16,profile,click,57,500,8023
2024-03-25 02:38:06,7,product_page,submit,32,500,1556
2024-03-23 09:50:21,18,home,click,141,200,6234
2024-03-23 11:42:45,3,profile,click,132,500,5244
2024-03-23 00:26:48,14,checkout,click,25,404,4261
2024-03-20 07:58:52,15,home,view,164,200,4546
2024-03-21 19:47:51,5,search,view,61,500,4176
2024-03-23 10:53:11,17,profile,view,55,500,3164
2024-03-13 18:37:17,11,profile,view,159,500,4794
2024-03-13 22:52:27,16,profile,click,67,200,1777
2024-03-22 09:52:03,12,product_page,submit,21,404,7136
2024-03-13 18:04:09,8,search,click,178,500,7708
2024-03-15 16:12:30,9,profile,submit,166,500,2237
2024-03-23 11:07:50,17,home,submit,152,404,7335
2024-03-18 23:53:47,13,product_page,click,24,200,5201
2024-03-25 23:32:46,6,product_page,click,84,200,3536
2024-03-16 22:37:32,8,checkout,submit,78,500,8525
2024-03-26 04:43:20,17,home,view,151,404,9348
2024-03-24 06:17:53,15,home,view,10,200,9882
2024-03-14 05:00:23,2,profile,submit,123,404,4629
2024-03-22 14:37:40,13,search,submit,36,404,1790
2024-03-12 22:34:45,17,search,submit,28,500,5338
2024-03-17 17:20:50,16,product_page,submit,37,404,6754
2024-03-22 00:56:56,10,search,view,35,404,1372
2024-03-18 05:03:12,17,home,view,139,404,6267
2024-03-23 06:57:42,16,profile,submit,67,200,6047
2024-03-21 08:41:31,10,product_page,view,83,404,1559
2024-03-23 01:37:30,18,search,submit,83,200,5743
2024-03-17 01:36:44,6,home,view,155,200,7581
2024-03-21 04:19:08,4,home,click,164,200,7121
2024-03-25 20:16:32,18,profile,submit,94,404,1115
2024-03-16 13:26:09,2,checkout,submit,21,500,6981
2024-03-18 17:03:54,17,home,view,110,200,4184
2024-03-24 00:36:23,17,home,click,74,404,9566
2024-03-23 01:35:48,18,product_page,view,5,200,1257
2024-03-17 11:19:21,6,product_page,submit,135,200,2406
2024-03-16 10:59:55,11,checkout,submit,164,404,1359
2024-03-22 13:13:05,17,home,view,14,500,4203
2024-03-21 09:55:19,17,home,click,33,200,7716
2024-03-19 00:41:38,19,profile,view,32,404,5684
2024-03-19 13:18:42,3,profile,click,11,500,1436
2024-03-23 00:56:09,18,checkout,click,84,500,4102
