Timestamp,User_ID,Page_ID,Action,Duration(seconds),Status_Code,Bytes_Transferred
2024-03-26 10:06:16,1,product_page,click,16,500,7312
2024-03-22 08:01:28,17,profile,view,49,200,4509
2024-03-25 15:30:21,13,home,submit,87,404,7197
2024-03-21 09:06:40,3,product_page,submit,87,500,4313
2024-03-26 04:41:40,8,profile,click,95,404,7589
2024-03-20 02:23:50,9,product_page,click,149,404,8945
2024-03-19 10:20:51,3,profile,click,8,200,7068
2024-03-25 02:01:02,9,checkout,submit,84,200,6443
2024-03-20 18:43:15,13,checkout,submit,61,404,8502
2024-03-26 09:15:44,18,product_page,view,88,404,1963
2024-03-21 11:24:28,18,profile,view,131,200,3328
2024-03-25 08:55:32,8,search,click,104,500,7633
2024-03-12 21:39:34,11,profile,submit,27,500,9437
2024-03-21 03:32:49,15,search,submit,21,500,2165
2024-03-15 16:54:26,14,home,submit,55,404,2823
2024-03-21 21:44:06,13,search,view,45,200,9002
2024-03-21 12:41:36,8,profile,click,145,500,4565
2024-03-14 03:48:26,7,product_page,view,148,500,6470
2024-03-16 03:52:36,11,product_page,click,158,404,1721
2024-03-13 20:12:08,12,profile,submit,78,500,4727
2024-03-21 18:08:57,8,checkout,click,152,500,3596
2024-03-14 02:37:17,11,search,click,72,500,3338
2024-03-24 16:01:59,4,product_page,click,117,500,4967
2024-03-17 04:04:03,19,home,click,47,500,3108
2024-03-17 06:55:59,15,home,view,36,404,9337
2024-03-22 02:21:15,16,product_page,click,14,200,7512
2024-03-20 01:07:57,12,checkout,click,30,200,2992
2024-03-19 00:51:58,1,profile,submit,107,404,3812
2024-03-25 09:35:48,14,home,view,119,404,1660
2024-03-17 18:01:36,10,product_page,click,103,404,4428
2024-03-17 02:42:01,15,checkout,view,180,200,1570
2024-03-12 12:35:25,6,search,submit,84,500,1201
2024-03-24 14:43:33,4,search,submit,164,500,1731
2024-03-17 10:42:39,19,home,submit,24,200,1568
2024-03-16 01:55:58,7,checkout,view,27,200,5969
2024-03-21 22:03:44,13,search,click,42,200,2126
2024-03-13 17:30:29,15,home,click,133,500,3305
2024-03-13 15:47:54,17,checkout,click,149,404,6632
2024-03-25 22:32:06,10,home,submit,65,404,8404
2024-03-13 06:19:40,2,product_page,click,95,200,9718
2024-03-20 02:57:29,13,product_page,submit,126,404,7729
2024-03-14 13:42:53,13,profile,view,14,500,1713
2024-03-21 19:29:54,1,product_page,view,115,200,8469
2024-03-21 09:15:56,7,search,view,119,500,4764
2024-03-24 19:44:49,8,product_page,view,126,500,8754
2024-03-13 20:37:05,14,product_page,view,30,200,8166
2024-03-16 05:42:16,7,checkout,submit,29,404,3409
2024-03-18 01:23:54,19,checkout,view,111,404,6925
2024-03-15 16:52:30,4,product_page,click,134,500,3365
2024-03-22 11:43:17,4,home,submit,95,200,8611
2024-03-15 16:42:55,19,home,submit,150,200,4670
2024-03-13 09:41:18,13,product_page,click,45,500,9817
2024-03-24 22:01:21,4,product_page,click,87,404,1364
2024-03-18 14:18:27,12,home,click,113,404,6516
2024-03-24 06:50:06,6,search,submit,129,200,5964
2024-03-14 00:02:54,11,home,view,177,200,1029
2024-03-19 19:02:24,10,profile,view,134,500,8897
2024-03-19 04:24:56,15,search,view,103,500,6210
2024-03-20 12:11:26,2,profile,click,107,500,6315
2024-03-17 17:19:13,4,checkout,view,115,500,1575
2024-03-14 01:51:11,5,checkout,click,163,200,5519
2024-03-16 05:53:57,9,search,view,91,200,3211
2024-03-20 21:14:21,13,home,view,66,404,9201
2024-03-14 16:38:16,13,search,click,179,404,1025
2024-03-21 07:15:28,3,profile,view,40,500,2349
2024-03-19 10:51:33,17,product_page,view,77,404,2665
2024-03-20 06:59:49,14,checkout,view,102,200,6132
2024-03-24 03:03:35,19,profile,view,85,500,5194
2024-03-24 11:45:42,4,home,view,72,200,2647
2024-03-23 07:41:19,7,product_page,click,16,500,6465
2024-03-21 05:33:48,16,product_page,view,62,500,4443
2024-03-21 07:57:42,4,profile,submit,24,500,5648
2024-03-22 20:51:09,18,search,view,31,500,9575
2024-03-16 02:45:50,16,profile,view,172,500,7684
2024-03-17 22:26:27,4,checkout,click,72,200,4760
