Timestamp,User_ID,Page_ID,Action,Duration(seconds),Status_Code,Bytes_Transferred
2024-03-16 15:17:03,3,home,view,44,500,2241
2024-03-15 04:52:55,10,product_page,click,6,500,2554
2024-03-19 12:04:20,11,search,view,140,500,9916
2024-03-18 19:44:29,3,product_page,submit,156,500,9173
2024-03-16 17:13:28,1,home,view,155,200,4931
2024-03-13 09:50:41,8,checkout,submit,167,200,3751
2024-03-17 20:31:27,13,product_page,click,164,500,6960
2024-03-23 02:45:21,17,profile,submit,172,200,9488
2024-03-14 21:47:14,16,home,view,65,404,7567
2024-03-22 12:11:00,1,profile,submit,11,200,3019
2024-03-26 07:06:45,4,search,submit,11,500,1840
2024-03-23 15:10:31,7,checkout,click,143,500,7246
2024-03-18 21:38:50,1,home,view,77,500,7504
2024-03-20 23:55:36,5,profile,submit,158,200,5195
2024-03-23 14:55:52,5,search,submit,78,404,5905
2024-03-25 17:46:38,6,search,click,109,200,9878
2024-03-13 11:56:34,6,checkout,submit,106,200,2844
2024-03-18 19:02:16,14,product_page,submit,83,404,3395
2024-03-23 18:47:33,20,profile,click,85,200,2820
2024-03-24 06:19:26,10,checkout,submit,101,200,4645
2024-03-22 00:19:16,15,product_page,submit,100,200,5500
2024-03-13 19:46:13,2,product_page,view,115,200,5072
2024-03-23 17:46:03,8,home,click,87,500,5573
2024-03-22 03:52:12,19,search,submit,35,200,7173
2024-03-18 21:56:18,14,home,click,32,200,5166
2024-03-24 18:48:30,4,product_page,view,54,404,7091
2024-03-17 13:25:53,3,checkout,view,37,404,9603
2024-03-12 14:00:27,19,product_page,view,36,404,6831
2024-03-15 11:17:49,18,checkout,click,100,500,9528
2024-03-20 01:13:37,4,profile,submit,74,500,1410
2024-03-15 19:49:09,4,checkout,view,97,200,7523
2024-03-21 05:24:14,20,home,click,102,200,4305
2024-03-24 16:33:09,3,profile,view,177,200,1021
2024-03-13 01:22:45,14,search,submit,128,200,1169
2024-03-15 09:52:44,9,checkout,submit,56,200,6703
2024-03-14 17:35:44,2,profile,submit,161,500,6354
2024-03-26 08:27:02,9,search,submit,167,200,4153
2024-03-25 10:40:16,17,home,submit,132,404,4127
2024-03-17 06:02:39,15,profile,submit,37,200,2965
2024-03-21 16:39:01,11,search,submit,70,200,9021
2024-03-21 06:41:06,15,search,submit,92,200,9815
2024-03-13 02:18:13,13,home,submit,82,200,1738
2024-03-25 03:21:04,15,checkout,click,102,500,2588
2024-03-25 02:28:47,2,profile,submit,120,200,7134
2024-03-19 19:33:17,2,profile,click,129,500,1934
2024-03-15 02:34:39,19,home,click,110,500,4863
2024-03-19 18:03:56,14,checkout,view,104,500,2945
2024-03-25 00:28:29,9,profile,submit,3,404,6808
2024-03-22 16:58:53,17,checkout,view,23,404,9572
2024-03-14 11:15:08,17,checkout,submit,75,200,9909
2024-03-18 08:50:01,5,product_page,click,178,200,6048
2024-03-16 21:03:54,18,search,submit,37,500,3041
2024-03-14 06:38:29,6,search,view,63,200,5232
2024-03-23 18:45:16,10,home,submit,100,200,6730
2024-03-19 00:40:23,1,checkout,click,86,500,2712
2024-03-15 21:18:31,5,checkout,view,154,200,3926
2024-03-26 05:12:14,12,profile,click,115,200,3566
2024-03-13 18:07:41,3,profile,view,61,500,1217
2024-03-18 07:32:26,18,home,view,151,500,6239
2024-03-26 02:25:17,9,home,submit,58,200,2366
2024-03-21 11:54:25,1,checkout,click,90,200,1122
2024-03-15 03:53:08,10,profile,click,27,200,8803
2024-03-15 07:58:47,5,home,view,17,500,4293
2024-03-21 05:55:22,16,checkout,submit,17,200,8397
2024-03-20 13:25:05,2,search,submit,20,500,7318
2024-03-23 06:55:20,19,home,click,92,500,5093
2024-03-17 15:49:00,18,checkout,view,145,200,5825
2024-03-20 19:42:29,13,profile,click,38,200,7389
