Timestamp,User_ID,Page_ID,Action,Duration(seconds),Status_Code,Bytes_Transferred
2024-03-18 01:50:58,1,profile,view,180,404,7246
2024-03-14 14:25:58,3,product_page,click,113,500,1843
2024-03-17 05:03:05,15,product_page,click,94,500,6479
2024-03-15 13:36:09,5,home,submit,70,404,9877
2024-03-20 21:52:13,18,profile,view,78,200,1473
2024-03-25 12:58:01,7,checkout,submit,169,200,4010
2024-03-23 16:55:31,15,product_page,click,101,404,7904
2024-03-20 17:54:37,18,product_page,submit,121,200,7418
2024-03-12 20:14:11,14,home,click,148,404,8740
2024-03-13 19:31:47,10,profile,view,46,404,5570
2024-03-15 04:22:12,10,checkout,click,88,500,9605
2024-03-23 03:33:10,3,product_page,submit,113,200,7652
2024-03-24 15:24:27,19,profile,click,125,200,2096
2024-03-20 10:04:33,14,search,click,120,200,6738
2024-03-14 10:20:55,8,checkout,view,129,500,2826
2024-03-17 22:40:52,12,search,click,33,200,7883
2024-03-17 17:56:56,8,search,submit,16,500,3443
2024-03-15 22:59:37,3,search,view,63,200,5099
2024-03-17 06:24:01,16,search,view,117,500,3040
2024-03-21 23:49:07,19,home,click,75,500,1432
2024-03-22 13:37:32,11,home,submit,63,404,7643
2024-03-17 23:48:09,4,product_page,submit,164,200,5738
2024-03-19 07:00:09,12,search,submit,167,404,9617
2024-03-25 11:06:12,13,product_page,view,27,404,2090
2024-03-13 09:07:54,18,home,click,103,404,9048
2024-03-20 14:10:44,2,profile,submit,49,500,8918
2024-03-17 01:15:04,5,product_page,view,51,200,9815
2024-03-22 17:47:38,2,checkout,click,83,500,9892
2024-03-16 19:37:31,7,home,view,76,404,1429
2024-03-14 23:30:59,5,profile,click,76,404,7679
2024-03-14 14:08:51,16,checkout,view,170,200,7699
2024-03-23 02:27:07,4,product_page,view,149,500,5332
2024-03-17 15:12:34,11,product_page,click,143,200,3423
2024-03-13 04:57:50,20,profile,click,176,200,8500
2024-03-17 03:24:00,20,profile,view,139,500,5088
2024-03-25 22:39:23,1,profile,view,31,404,7560
2024-03-12 18:55:03,12,profile,submit,74,200,5077
2024-03-16 04:20:16,11,search,click,120,200,4602
2024-03-20 22:34:01,15,product_page,view,110,500,3675
2024-03-14 11:16:48,7,product_page,submit,140,404,1778
2024-03-19 10:55:02,19,profile,click,123,404,7041
2024-03-22 12:09:15,18,checkout,view,180,200,1228
2024-03-17 07:32:22,4,home,view,19,500,1383
