Timestamp,User_ID,Page_ID,Action,Duration(seconds),Status_Code,Bytes_Transferred
2024-03-21 06:31:51,10,profile,submit,67,404,6559
2024-03-21 18:50:48,15,profile,click,67,404,4784
2024-03-21 18:24:40,14,product_page,click,159,404,4471
2024-03-19 08:29:45,6,product_page,submit,50,404,8307
2024-03-16 17:33:02,2,home,view,20,500,3380
2024-03-20 17:40:17,1,home,click,132,404,5947
2024-03-25 02:56:50,14,search,click,119,200,3153
2024-03-20 07:14:43,3,checkout,view,101,500,2473
2024-03-19 11:30:20,20,home,click,90,500,2719
2024-03-20 10:32:39,3,profile,submit,65,500,9457
2024-03-15 22:09:21,8,product_page,submit,143,500,7198
2024-03-24 04:24:39,15,product_page,click,169,200,7267
2024-03-15 06:32:40,2,home,click,55,500,2360
2024-03-25 06:28:30,19,checkout,view,8,200,3507
2024-03-24 20:25:24,8,search,click,56,500,9031
2024-03-25 04:30:17,14,search,view,139,500,5421
2024-03-13 07:22:44,14,product_page,submit,160,200,8122
2024-03-17 07:50:14,18,home,view,154,200,7271
2024-03-14 09:54:23,13,product_page,click,108,500,2155
2024-03-19 19:17:00,3,checkout,click,139,404,8787
2024-03-13 23:01:09,15,home,view,83,404,8569
2024-03-23 08:24:40,14,checkout,view,98,500,3457
2024-03-16 21:00:13,20,home,click,35,500,3109
2024-03-15 08:10:29,12,search,view,80,404,1550
2024-03-16 19:38:21,10,checkout,view,139,200,5851
2024-03-16 03:25:40,12,home,view,177,200,2490
2024-03-14 01:41:49,3,search,submit,30,500,6196
2024-03-15 03:24:12,1,product_page,submit,124,404,3913
2024-03-21 10:31:07,20,profile,click,175,200,4936
2024-03-13 00:01:10,16,product_page,submit,33,500,5207
2024-03-26 06:23:35,18,home,view,14,404,4296
2024-03-18 05:02:05,18,search,click,72,500,6031
2024-03-17 08:41:10,6,checkout,view,169,500,6634
2024-03-13 17:53:47,17,home,submit,101,200,4923
2024-03-20 14:31:49,10,home,submit,106,200,1745
2024-03-16 22:16:33,11,home,click,132,500,7042
2024-03-12 22:48:46,8,product_page,click,37,200,3589
2024-03-22 23:23:25,17,home,click,108,404,1473
2024-03-19 09:14:56,8,profile,view,121,500,6894
2024-03-24 06:27:00,2,profile,click,87,404,9054
