Timestamp,User_ID,Page_ID,Action,Duration(seconds),Status_Code,Bytes_Transferred
2024-03-12 12:34:08,2,home,submit,78,500,3075
2024-03-19 01:22:26,10,profile,submit,165,200,8740
2024-03-16 03:46:47,8,search,click,102,404,6576
2024-03-23 09:15:46,8,profile,click,27,500,7320
2024-03-23 08:43:51,13,product_page,submit,71,200,8807
2024-03-14 23:39:08,14,profile,click,62,500,7080
2024-03-15 21:07:37,2,profile,view,85,500,8503
2024-03-14 03:25:50,17,checkout,click,173,200,8042
2024-03-15 19:35:08,18,profile,view,116,404,1098
2024-03-23 10:26:34,8,product_page,view,73,500,2102
2024-03-23 09:21:20,5,product_page,submit,42,404,9272
2024-03-23 16:37:52,20,search,view,143,200,6845
2024-03-26 05:06:35,5,profile,click,175,200,2638
2024-03-23 01:59:35,8,checkout,view,115,500,6869
2024-03-25 23:46:09,19,search,view,19,500,7744
2024-03-19 15:24:26,18,home,submit,141,500,5521
2024-03-22 05:52:47,19,home,click,104,404,2842
2024-03-13 20:16:38,18,profile,view,155,200,7987
2024-03-24 22:30:42,2,search,submit,54,500,4901
2024-03-19 23:46:46,5,search,click,83,500,4256
2024-03-15 04:27:07,20,checkout,submit,57,404,8689
2024-03-13 16:44:04,6,home,submit,91,200,6367
2024-03-16 18:16:24,5,profile,click,103,404,1545
2024-03-17 22:20:49,10,home,click,19,500,3184
2024-03-22 12:37:24,15,product_page,view,96,200,4226
2024-03-25 11:32:51,5,home,click,176,404,7328
2024-03-22 18:17:41,8,product_page,view,86,404,8706
2024-03-23 05:19:26,7,profile,click,23,500,5574
2024-03-15 20:59:45,10,product_page,view,143,200,2948
2024-03-15 03:06:55,9,profile,submit,130,200,2113
2024-03-23 11:47:43,14,checkout,view,85,200,6610
2024-03-24 14:45:14,9,home,click,138,500,1260
2024-03-15 03:39:46,2,search,submit,29,500,1376
2024-03-13 12:25:22,6,checkout,submit,5,500,5719
2024-03-17 08:44:19,14,checkout,click,80,404,4065
2024-03-12 16:34:50,3,home,view,130,500,8789
2024-03-20 18:41:13,15,home,submit,94,200,8622
2024-03-25 16:18:38,4,search,view,151,404,2610
2024-03-14 08:31:56,15,search,submit,30,200,9964
2024-03-14 18:35:56,13,home,click,112,500,6508
2024-03-15 16:24:06,1,profile,view,48,404,6385
2024-03-23 21:58:57,4,checkout,submit,60,500,5932
2024-03-23 18:05:34,15,checkout,click,4,404,2612
2024-03-16 10:24:08,4,checkout,submit,57,500,5242
2024-03-23 12:30:41,14,home,click,9,404,8190
2024-03-18 18:43:50,14,profile,click,144,200,4106
2024-03-21 16:07:24,18,product_page,click,87,200,9443
2024-03-26 11:28:03,4,product_page,submit,27,500,3866
2024-03-20 23:02:34,13,profile,submit,115,200,2661
2024-03-22 05:24:57,11,checkout,click,75,404,3276
2024-03-13 09:11:53,16,search,click,125,500,6133
2024-03-19 20:31:05,1,search,click,67,404,9440
2024-03-17 06:01:52,15,product_page,view,114,500,1677
2024-03-24 18:24:40,2,checkout,view,171,404,5382
2024-03-24 23:07:02,13,product_page,submit,106,500,5059
2024-03-19 10:18:49,7,search,view,135,500,2426
2024-03-25 11:18:16,13,home,click,5,200,5784
2024-03-20 08:21:21,14,profile,submit,149,404,6154
2024-03-18 05:28:32,4,home,view,132,200,7586
2024-03-25 09:16:37,5,search,submit,109,404,4787
2024-03-14 19:42:20,2,product_page,click,15,500,3360
2024-03-15 06:33:49,13,checkout,submit,2,500,3742
2024-03-20 20:08:36,9,profile,view,180,404,7258
2024-03-15 21:46:48,4,checkout,view,119,500,5547
2024-03-22 05:16:54,6,product_page,view,91,404,1091
2024-03-18 16:41:16,20,product_page,click,86,200,8050
2024-03-13 10:36:47,16,product_page,view,62,500,3698
2024-03-13 18:43:19,11,product_page,click,168,404,9692
2024-03-24 17:04:03,11,profile,view,39,500,5108
2024-03-25 11:15:59,19,product_page,submit,43,200,4959
2024-03-18 02:52:43,5,profile,submit,31,404,4737
2024-03-16 13:44:05,14,profile,view,159,404,4822
2024-03-25 08:25:22,8,home,submit,42,500,1816
2024-03-25 15:47:35,11,home,view,20,500,9954
2024-03-15 16:20:56,15,profile,view,142,404,9047
2024-03-13 01:29:35,14,home,submit,159,404,2813
2024-03-18 11:44:33,14,search,view,115,500,9889
2024-03-26 08:03:25,13,product_page,view,113,200,7611
2024-03-19 04:20:41,12,checkout,submit,51,500,1502
2024-03-23 04:46:08,8,product_page,view,78,404,8266
2024-03-13 17:53:45,17,product_page,view,160,500,3505
2024-03-21 00:22:01,9,search,submit,27,500,7258
2024-03-20 08:42:32,20,profile,submit,15,500,6239
2024-03-15 10:21:27,13,search,submit,43,200,2502
2024-03-18 11:07:56,9,product_page,click,149,500,6825
2024-03-15 19:38:16,20,checkout,view,102,200,1293
2024-03-12 19:28:01,9,profile,submit,172,200,6979
2024-03-14 03:57:41,2,home,view,26,500,6629
2024-03-14 12:21:07,11,search,submit,146,200,2377
