Timestamp,User_ID,Page_ID,Action,Duration(seconds),Status_Code,Bytes_Transferred
2024-03-19 22:22:26,3,checkout,click,73,200,3715
2024-03-18 21:52:13,19,search,click,84,404,3011
2024-03-24 20:03:36,5,checkout,view,177,500,2513
2024-03-20 14:29:05,5,product_page,submit,76,404,8251
2024-03-19 14:11:11,18,home,view,135,200,1568
2024-03-14 18:19:02,2,checkout,submit,167,200,6074
2024-03-14 23:17:52,19,product_page,view,169,404,5502
2024-03-25 21:03:28,12,profile,click,25,404,7636
2024-03-12 16:28:14,1,home,submit,75,404,4709
2024-03-16 05:21:31,14,home,view,155,200,4707
2024-03-18 21:28:19,18,checkout,click,49,404,4922
2024-03-22 08:20:18,4,product_page,view,79,404,9897
2024-03-22 04:27:59,4,checkout,submit,79,404,9769
2024-03-24 08:08:20,11,checkout,view,126,404,9792
2024-03-16 04:53:01,8,product_page,click,85,200,6921
2024-03-21 14:46:46,6,checkout,click,180,200,6375
2024-03-20 17:05:49,2,home,click,98,200,7651
2024-03-23 09:24:40,5,profile,submit,108,200,4496
2024-03-16 00:15:01,8,home,click,119,500,4193
2024-03-20 14:53:52,13,product_page,submit,177,404,7829
2024-03-12 11:56:39,5,product_page,view,118,404,4094
2024-03-17 06:06:43,6,search,click,6,500,1573
2024-03-22 04:07:30,2,search,view,119,404,6192
2024-03-23 14:47:44,20,search,submit,116,200,6812
2024-03-16 03:54:42,17,search,click,72,200,9741
2024-03-16 13:30:27,5,profile,view,12,500,2828
2024-03-13 16:22:33,13,product_page,submit,13,200,1908
2024-03-19 15:01:54,3,profile,click,90,500,1390
2024-03-19 08:51:15,17,product_page,click,56,200,3407
2024-03-24 21:15:53,5,product_page,view,156,500,1008
2024-03-13 19:15:55,17,profile,click,59,404,3248
2024-03-15 00:28:58,17,home,view,61,200,3621
2024-03-22 19:23:41,9,profile,submit,74,404,3107
2024-03-20 05:13:02,20,product_page,submit,80,200,1409
2024-03-21 04:52:51,13,profile,submit,107,200,3414
2024-03-24 02:25:04,1,checkout,submit,80,200,2229
2024-03-21 07:11:31,19,home,view,124,404,4943
2024-03-17 22:17:02,9,search,view,55,404,5003
2024-03-22 04:24:46,16,profile,click,57,200,3417
2024-03-20 06:05:20,1,home,view,22,404,5217
2024-03-17 18:04:02,14,profile,view,169,200,6922
2024-03-20 20:24:03,4,product_page,click,30,500,1059
2024-03-25 13:45:51,12,home,click,117,404,1099
2024-03-21 09:20:20,15,search,view,142,500,9108
2024-03-18 21:19:05,4,home,click,66,200,6180
2024-03-18 16:39:35,18,home,submit,176,500,2439
2024-03-21 00:39:40,16,profile,view,48,404,3922
2024-03-17 10:23:41,4,product_page,click,81,404,8634
2024-03-18 05:53:44,5,checkout,submit,47,500,8734
2024-03-24 03:14:53,5,search,submit,48,200,3099
2024-03-24 19:04:01,9,product_page,click,25,500,1273
2024-03-22 11:40:03,11,search,view,45,500,4566
2024-03-13 23:09:24,8,search,submit,62,500,9861
2024-03-22 05:13:45,7,home,view,147,200,5849
2024-03-16 02:05:37,5,search,click,68,500,6040
2024-03-22 16:01:27,11,checkout,click,19,500,7697
2024-03-23 00:21:25,3,checkout,submit,117,404,5518
2024-03-20 15:41:22,19,search,submit,111,500,1713
2024-03-12 13:12:16,6,product_page,view,53,200,2430
2024-03-25 08:50:31,3,profile,click,145,200,3842
2024-03-20 01:19:48,2,home,click,33,200,1241
2024-03-24 11:16:48,4,profile,click,80,500,2116
2024-03-24 01:49:00,6,search,click,165,500,2884
2024-03-24 01:37:56,18,search,submit,99,200,4798
2024-03-17 06:00:23,13,home,view,80,200,9841
2024-03-15 14:46:23,13,home,click,153,404,2744
2024-03-21 01:17:32,8,checkout,click,143,404,6355
2024-03-24 08:30:17,16,profile,click,63,404,8192
2024-03-15 03:19:13,8,checkout,click,97,404,8454
2024-03-17 13:55:05,16,home,click,71,404,2128
2024-03-17 07:33:08,2,product_page,click,101,500,4000
2024-03-20 17:32:31,3,product_page,view,125,500,4561
2024-03-20 12:40:28,13,product_page,click,91,404,9060
2024-03-22 05:04:15,17,home,submit,129,500,1515
2024-03-18 23:54:42,20,profile,view,179,200,3724
2024-03-19 15:45:57,5,product_page,view,138,200,6310
2024-03-23 10:31:21,6,checkout,click,175,200,2286
2024-03-17 17:13:58,20,home,submit,167,404,4003
2024-03-20 12:48:38,7,product_page,view,169,500,6527
